Year,Month,Date,victim_race,victim_age,victim_sex,city,state,disposition
2010,5,4,Hispanic,78,Male,Albuquerque,NM,Closed without arrest
2010,2,16,Hispanic,17,Male,Albuquerque,NM,Closed by arrest
2010,6,1,White,15,Female,Albuquerque,NM,Closed without arrest
2010,1,1,Hispanic,32,Male,Albuquerque,NM,Closed by arrest
2010,1,2,White,72,Female,Albuquerque,NM,Closed without arrest
2010,1,26,White,91,Female,Albuquerque,NM,Open/No arrest
2010,1,27,Hispanic,52,Male,Albuquerque,NM,Closed by arrest
2010,1,27,Hispanic,52,Female,Albuquerque,NM,Closed by arrest
2010,1,30,White,56,Male,Albuquerque,NM,Open/No arrest
2010,2,10,Hispanic,43,Male,Albuquerque,NM,Open/No arrest
2010,2,12,Hispanic,20,Male,Albuquerque,NM,Closed by arrest
2010,2,18,White,-500,Male,Albuquerque,NM,Closed without arrest
2010,2,22,Hispanic,46,Male,Albuquerque,NM,Open/No arrest
2010,3,6,Other,16,Male,Albuquerque,NM,Closed by arrest
2010,3,8,Hispanic,54,Male,Albuquerque,NM,Closed by arrest
2010,3,8,White,43,Female,Albuquerque,NM,Closed by arrest
2010,3,22,Hispanic,52,Male,Albuquerque,NM,Closed by arrest
2010,3,23,White,52,Male,Albuquerque,NM,Closed by arrest
2010,4,2,White,22,Female,Albuquerque,NM,Closed by arrest
2010,4,20,Hispanic,49,Male,Albuquerque,NM,Closed by arrest
2010,4,23,Black,15,Male,Albuquerque,NM,Closed by arrest
2010,4,23,Black,25,Male,Albuquerque,NM,Closed by arrest
2010,5,18,White,20,Male,Albuquerque,NM,Closed by arrest
2010,6,2,Other,47,Male,Albuquerque,NM,Closed by arrest
2010,6,2,White,88,Female,Albuquerque,NM,Closed without arrest
2010,6,3,Hispanic,27,Female,Albuquerque,NM,Closed by arrest
2010,7,12,White,36,Female,Albuquerque,NM,Closed without arrest
2010,7,12,White,47,Female,Albuquerque,NM,Closed without arrest
2010,7,26,Asian,1,Female,Albuquerque,NM,Closed without arrest
2010,7,28,Hispanic,58,Male,Albuquerque,NM,Open/No arrest
2010,7,28,Hispanic,42,Male,Albuquerque,NM,Closed without arrest
2010,8,18,Hispanic,50,Male,Albuquerque,NM,Closed by arrest
2010,8,20,Other,3,Female,Albuquerque,NM,Closed by arrest
2010,8,22,Hispanic,1,Male,Albuquerque,NM,Closed by arrest
2010,8,22,Hispanic,21,Female,Albuquerque,NM,Closed by arrest
2010,9,2,Hispanic,19,Female,Albuquerque,NM,Closed by arrest
2011,6,6,Hispanic,46,Male,Albuquerque,NM,Closed by arrest
2010,9,16,Other,95,Female,Albuquerque,NM,Closed without arrest
2010,9,19,White,24,Male,Albuquerque,NM,Closed by arrest
2010,9,19,White,41,Male,Albuquerque,NM,Closed by arrest
2010,10,9,White,50,Male,Albuquerque,NM,Closed by arrest
2010,10,24,White,51,Male,Albuquerque,NM,Closed by arrest
2010,10,28,Black,18,Male,Albuquerque,NM,Closed by arrest
2010,11,3,Other,36,Male,Albuquerque,NM,Closed by arrest
2010,11,7,Black,18,Male,Albuquerque,NM,Closed by arrest
2010,11,12,Other,27,Male,Albuquerque,NM,Closed by arrest
2011,1,13,White,8,Male,Albuquerque,NM,Closed by arrest
2011,1,23,Hispanic,43,Male,Albuquerque,NM,Closed by arrest
2011,1,30,White,22,Female,Albuquerque,NM,Closed by arrest
2011,3,16,Hispanic,36,Male,Albuquerque,NM,Closed by arrest
2011,3,18,White,64,Female,Albuquerque,NM,Closed by arrest
2011,4,6,Hispanic,30,Male,Albuquerque,NM,Closed by arrest
2011,4,13,Other,2,Male,Albuquerque,NM,Closed by arrest
2011,4,14,Black,52,Male,Albuquerque,NM,Closed by arrest
2011,5,4,White,39,Male,Albuquerque,NM,Closed by arrest
2011,5,9,White,50,Female,Albuquerque,NM,Closed by arrest
2011,5,11,Other,49,Male,Albuquerque,NM,Closed by arrest
2011,5,13,Black,45,Male,Albuquerque,NM,Closed by arrest
2011,5,18,Black,42,Male,Albuquerque,NM,Closed by arrest
2011,5,30,Hispanic,-500,Female,Albuquerque,NM,Open/No arrest
2011,6,1,White,49,Male,Albuquerque,NM,Closed by arrest
2011,6,5,Hispanic,19,Male,Albuquerque,NM,Closed by arrest
2011,7,5,White,49,Male,Albuquerque,NM,Closed by arrest
2011,7,17,Black,36,Male,Albuquerque,NM,Open/No arrest
2011,7,19,White,49,Male,Albuquerque,NM,Closed by arrest
2011,7,27,White,43,Male,Albuquerque,NM,Open/No arrest
2011,8,17,Black,31,Male,Albuquerque,NM,Open/No arrest
2011,8,25,White,0,Male,Albuquerque,NM,Closed by arrest
2011,8,26,Other,0,Male,Albuquerque,NM,Closed by arrest
2011,8,27,Other,23,Male,Albuquerque,NM,Closed by arrest
2011,9,6,Hispanic,30,Female,Albuquerque,NM,Closed without arrest
2011,9,11,Hispanic,32,Male,Albuquerque,NM,Closed by arrest
2011,9,17,Hispanic,51,Male,Albuquerque,NM,Open/No arrest
2011,9,24,Hispanic,16,Male,Albuquerque,NM,Closed by arrest
2011,10,13,Hispanic,28,Female,Albuquerque,NM,Closed without arrest
2011,11,17,Hispanic,35,Female,Albuquerque,NM,Open/No arrest
2011,11,23,Hispanic,26,Male,Albuquerque,NM,Closed by arrest
2011,12,4,White,18,Female,Albuquerque,NM,Closed by arrest
2011,12,4,White,23,Male,Albuquerque,NM,Closed by arrest
2011,12,9,Black,40,Male,Albuquerque,NM,Open/No arrest
2011,12,15,Other,52,Female,Albuquerque,NM,Closed by arrest
2011,12,18,Hispanic,19,Male,Albuquerque,NM,Closed by arrest
2011,12,28,Hispanic,19,Male,Albuquerque,NM,Open/No arrest
2012,1,7,Other,42,Male,Albuquerque,NM,Closed without arrest
2012,1,19,Hispanic,17,Male,Albuquerque,NM,Closed by arrest
2012,1,24,Hispanic,45,Male,Albuquerque,NM,Closed by arrest
2012,1,29,Hispanic,21,Male,Albuquerque,NM,Open/No arrest
2012,2,4,Hispanic,42,Male,Albuquerque,NM,Closed by arrest
2012,2,7,White,42,Male,Albuquerque,NM,Closed without arrest
2012,2,15,White,94,Female,Albuquerque,NM,Open/No arrest
2012,2,25,Hispanic,33,Male,Albuquerque,NM,Closed by arrest
2012,2,25,Hispanic,33,Male,Albuquerque,NM,Closed by arrest
2012,3,7,Black,57,Male,Albuquerque,NM,Closed by arrest
2012,3,8,Black,55,Male,Albuquerque,NM,Open/No arrest
2012,3,10,Other,29,Female,Albuquerque,NM,Closed by arrest
2012,3,13,Hispanic,53,Male,Albuquerque,NM,Closed by arrest
2012,3,22,Hispanic,17,Male,Albuquerque,NM,Open/No arrest
2012,3,22,White,16,Male,Albuquerque,NM,Open/No arrest
2012,3,24,Hispanic,23,Male,Albuquerque,NM,Closed by arrest
2012,3,30,Other,42,Male,Albuquerque,NM,Closed by arrest
2012,4,28,Hispanic,25,Female,Albuquerque,NM,Closed by arrest
2012,4,28,Hispanic,26,Female,Albuquerque,NM,Closed by arrest
2012,4,28,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2012,4,28,White,66,Female,Albuquerque,NM,Closed without arrest
2012,5,1,Hispanic,5,Male,Albuquerque,NM,Closed by arrest
2012,5,15,Other,74,Male,Albuquerque,NM,Closed without arrest
2012,6,7,Black,20,Male,Albuquerque,NM,Closed by arrest
2012,6,21,Other,20,Male,Albuquerque,NM,Closed by arrest
2012,6,21,White,69,Male,Albuquerque,NM,Open/No arrest
2012,7,1,White,37,Male,Albuquerque,NM,Closed by arrest
2012,7,7,Other,30,Male,Albuquerque,NM,Closed by arrest
2012,7,17,White,36,Male,Albuquerque,NM,Closed by arrest
2012,7,17,White,59,Male,Albuquerque,NM,Closed by arrest
2012,7,31,Hispanic,33,Male,Albuquerque,NM,Closed by arrest
2012,8,6,Hispanic,2,Male,Albuquerque,NM,Closed by arrest
2012,8,12,White,40,Female,Albuquerque,NM,Closed by arrest
2012,8,21,White,20,Male,Albuquerque,NM,Closed by arrest
2012,8,21,White,36,Female,Albuquerque,NM,Closed by arrest
2012,8,31,Black,57,Male,Albuquerque,NM,Open/No arrest
2012,9,17,Other,55,Male,Albuquerque,NM,Closed by arrest
2012,9,23,White,49,Male,Albuquerque,NM,Open/No arrest
2012,10,26,White,-500,Female,Albuquerque,NM,Closed by arrest
2012,11,10,Hispanic,54,Male,Albuquerque,NM,Closed without arrest
2012,11,10,Black,34,Male,Albuquerque,NM,Closed without arrest
2012,11,12,Other,26,Male,Albuquerque,NM,Closed by arrest
2012,11,16,Hispanic,1,Female,Albuquerque,NM,Closed by arrest
2012,11,19,White,45,Male,Albuquerque,NM,Closed by arrest
2012,11,27,Hispanic,27,Male,Albuquerque,NM,Closed by arrest
2012,12,21,Hispanic,1,Female,Albuquerque,NM,Closed by arrest
2013,2,25,White,43,Male,Albuquerque,NM,Closed by arrest
2013,2,25,White,38,Male,Albuquerque,NM,Open/No arrest
2013,3,29,Hispanic,19,Female,Albuquerque,NM,Closed without arrest
2013,4,2,Hispanic,26,Male,Albuquerque,NM,Closed without arrest
2013,4,7,Black,26,Male,Albuquerque,NM,Closed by arrest
2013,4,22,Other,38,Male,Albuquerque,NM,Closed by arrest
2013,4,30,Hispanic,28,Male,Albuquerque,NM,Closed without arrest
2013,5,7,Other,44,Female,Albuquerque,NM,Closed by arrest
2013,5,30,White,74,Female,Albuquerque,NM,Closed without arrest
2013,5,31,White,8,Female,Albuquerque,NM,Closed by arrest
2013,6,3,White,33,Female,Albuquerque,NM,Closed without arrest
2013,6,13,White,33,Male,Albuquerque,NM,Closed without arrest
2013,6,15,Black,28,Male,Albuquerque,NM,Closed by arrest
2013,6,18,Hispanic,27,Male,Albuquerque,NM,Open/No arrest
2013,6,20,Hispanic,14,Male,Albuquerque,NM,Closed without arrest
2013,6,21,White,40,Male,Albuquerque,NM,Closed by arrest
2013,6,23,Black,34,Male,Albuquerque,NM,Closed without arrest
2013,7,19,White,32,Male,Albuquerque,NM,Closed without arrest
2013,7,20,White,59,Male,Albuquerque,NM,Closed by arrest
2013,7,22,Hispanic,38,Male,Albuquerque,NM,Closed without arrest
2013,7,24,White,58,Female,Albuquerque,NM,Closed without arrest
2013,8,4,White,36,Male,Albuquerque,NM,Closed by arrest
2013,8,4,Hispanic,56,Male,Albuquerque,NM,Open/No arrest
2013,8,13,White,42,Male,Albuquerque,NM,Closed by arrest
2013,8,25,Hispanic,31,Female,Albuquerque,NM,Closed by arrest
2013,9,1,Hispanic,21,Male,Albuquerque,NM,Closed by arrest
2013,9,17,Hispanic,15,Male,Albuquerque,NM,Closed by arrest
2013,10,21,Hispanic,41,Male,Albuquerque,NM,Closed by arrest
2013,11,16,Hispanic,20,Male,Albuquerque,NM,Open/No arrest
2013,11,17,Hispanic,21,Male,Albuquerque,NM,Open/No arrest
2013,11,19,Hispanic,30,Male,Albuquerque,NM,Closed by arrest
2013,11,27,Other,22,Female,Albuquerque,NM,Closed by arrest
2013,12,28,Black,9,Male,Albuquerque,NM,Closed by arrest
2014,1,14,Black,44,Male,Albuquerque,NM,Open/No arrest
2014,1,16,White,43,Female,Albuquerque,NM,Closed by arrest
2014,2,8,Other,-500,Female,Albuquerque,NM,Closed by arrest
2014,4,15,Other,0,Female,Albuquerque,NM,Closed by arrest
2014,4,22,White,53,Female,Albuquerque,NM,Closed by arrest
2014,5,27,White,65,Male,Albuquerque,NM,Closed by arrest
2014,5,29,Other,30,Male,Albuquerque,NM,Open/No arrest
2014,6,27,White,26,Female,Albuquerque,NM,Closed by arrest
2014,6,9,Other,53,Female,Albuquerque,NM,Open/No arrest
2014,6,28,White,0,Male,Albuquerque,NM,Closed by arrest
2014,6,30,White,53,Female,Albuquerque,NM,Open/No arrest
2014,7,19,Other,44,Male,Albuquerque,NM,Closed by arrest
2014,7,19,Other,46,Male,Albuquerque,NM,Closed by arrest
2014,7,20,White,22,Male,Albuquerque,NM,Open/No arrest
2014,8,8,White,27,Female,Albuquerque,NM,Closed without arrest
2014,8,14,White,53,Female,Albuquerque,NM,Closed by arrest
2014,8,30,White,27,Male,Albuquerque,NM,Closed by arrest
2014,9,1,White,24,Male,Albuquerque,NM,Closed by arrest
2014,10,9,Black,33,Male,Albuquerque,NM,Closed by arrest
2014,10,15,White,90,Female,Albuquerque,NM,Closed without arrest
2014,10,17,Black,23,Male,Albuquerque,NM,Open/No arrest
2014,10,26,Black,47,Male,Albuquerque,NM,Closed by arrest
2014,10,31,Black,48,Male,Albuquerque,NM,Closed by arrest
2016,2,5,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2014,11,24,Black,37,Male,Albuquerque,NM,Closed by arrest
2014,11,28,White,23,Male,Albuquerque,NM,Closed by arrest
2014,11,29,Black,21,Female,Albuquerque,NM,Closed by arrest
2014,12,17,White,22,Male,Albuquerque,NM,Closed by arrest
2014,12,23,Black,34,Male,Albuquerque,NM,Closed by arrest
2015,1,5,White,21,Male,Albuquerque,NM,Closed by arrest
2015,1,8,White,48,Male,Albuquerque,NM,Closed by arrest
2015,1,18,White,21,Male,Albuquerque,NM,Open/No arrest
2015,1,31,Hispanic,45,Female,Albuquerque,NM,Closed without arrest
2015,2,1,White,43,Male,Albuquerque,NM,Closed by arrest
2015,2,1,White,25,Male,Albuquerque,NM,Closed by arrest
2015,2,2,White,36,Male,Albuquerque,NM,Closed without arrest
2015,2,11,Unknown,-500,Unknown,Albuquerque,NM,Closed without arrest
2015,2,19,Hispanic,32,Male,Albuquerque,NM,Open/No arrest
2015,2,21,Other,43,Male,Albuquerque,NM,Closed by arrest
2015,3,1,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2015,3,14,White,31,Female,Albuquerque,NM,Open/No arrest
2015,3,22,Black,17,Male,Albuquerque,NM,Open/No arrest
2015,4,1,White,23,Male,Albuquerque,NM,Closed by arrest
2015,5,6,Black,31,Unknown,Albuquerque,NM,Closed without arrest
2015,5,14,Other,62,Male,Albuquerque,NM,Closed without arrest
2015,5,14,White,57,Male,Albuquerque,NM,Closed by arrest
2015,5,21,White,18,Female,Albuquerque,NM,Closed by arrest
2015,5,14,White,64,Female,Albuquerque,NM,Closed without arrest
2015,5,24,Unknown,-500,Unknown,Albuquerque,NM,Closed without arrest
2015,5,24,Unknown,-500,Unknown,Albuquerque,NM,Closed without arrest
2015,5,30,Unknown,-500,Unknown,Albuquerque,NM,Closed without arrest
2015,5,31,Black,42,Male,Albuquerque,NM,Closed without arrest
2015,6,4,Unknown,-500,Male,Albuquerque,NM,Closed by arrest
2015,6,26,White,60,Male,Albuquerque,NM,Closed without arrest
2015,6,29,White,17,Male,Albuquerque,NM,Closed by arrest
2015,7,2,Other,49,Female,Albuquerque,NM,Open/No arrest
2017,1,7,Other,49,Female,Albuquerque,NM,Open/No arrest
2015,7,11,White,29,Male,Albuquerque,NM,Closed by arrest
2015,7,27,White,14,Male,Albuquerque,NM,Closed by arrest
2015,8,1,White,21,Male,Albuquerque,NM,Closed by arrest
2015,8,9,White,0,Female,Albuquerque,NM,Closed by arrest
2015,8,15,White,54,Male,Albuquerque,NM,Closed by arrest
2015,8,20,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2015,8,22,White,62,Male,Albuquerque,NM,Open/No arrest
2015,8,22,White,49,Male,Albuquerque,NM,Closed by arrest
2015,8,24,White,60,Male,Albuquerque,NM,Closed by arrest
2016,6,1,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2015,9,2,Black,31,Male,Albuquerque,NM,Closed by arrest
2015,9,7,White,69,Male,Albuquerque,NM,Closed by arrest
2015,9,29,White,30,Male,Albuquerque,NM,Closed by arrest
2015,10,9,White,1,Female,Albuquerque,NM,Closed by arrest
2015,10,12,Other,37,Male,Albuquerque,NM,Open/No arrest
2015,10,15,Other,44,Male,Albuquerque,NM,Closed by arrest
2015,10,20,White,4,Female,Albuquerque,NM,Closed by arrest
2015,10,21,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2015,11,21,White,34,Female,Albuquerque,NM,Closed by arrest
2015,11,25,White,29,Male,Albuquerque,NM,Open/No arrest
2015,11,27,White,33,Male,Albuquerque,NM,Open/No arrest
2015,12,5,White,21,Male,Albuquerque,NM,Open/No arrest
2015,12,26,Other,55,Male,Albuquerque,NM,Closed by arrest
2015,12,27,White,18,Male,Albuquerque,NM,Closed by arrest
2016,1,1,White,25,Male,Albuquerque,NM,Closed by arrest
2016,1,15,White,43,Male,Albuquerque,NM,Closed by arrest
2016,1,20,Other,27,Female,Albuquerque,NM,Closed by arrest
2016,1,20,White,30,Female,Albuquerque,NM,Closed by arrest
2016,2,5,Other,32,Male,Albuquerque,NM,Open/No arrest
2016,2,5,White,24,Male,Albuquerque,NM,Closed by arrest
2016,2,10,Other,38,Male,Albuquerque,NM,Closed by arrest
2016,2,29,White,1,Male,Albuquerque,NM,Closed by arrest
2016,3,5,White,24,Male,Albuquerque,NM,Closed by arrest
2016,3,9,White,-500,Female,Albuquerque,NM,Closed by arrest
2016,3,11,White,58,Female,Albuquerque,NM,Closed without arrest
2016,3,15,White,37,Male,Albuquerque,NM,Closed by arrest
2016,3,31,White,26,Male,Albuquerque,NM,Open/No arrest
2016,4,1,Asian,31,Male,Albuquerque,NM,Closed without arrest
2016,4,1,Asian,31,Male,Albuquerque,NM,Closed without arrest
2016,4,3,White,31,Male,Albuquerque,NM,Closed by arrest
2016,4,7,White,52,Male,Albuquerque,NM,Closed by arrest
2016,4,8,White,30,Male,Albuquerque,NM,Closed by arrest
2016,4,14,White,33,Male,Albuquerque,NM,Closed by arrest
2016,5,3,White,25,Male,Albuquerque,NM,Open/No arrest
2016,5,6,White,33,Male,Albuquerque,NM,Open/No arrest
2016,5,7,Other,28,Male,Albuquerque,NM,Open/No arrest
2016,5,10,White,31,Male,Albuquerque,NM,Open/No arrest
2016,5,10,White,31,Male,Albuquerque,NM,Open/No arrest
2016,5,20,White,46,Male,Albuquerque,NM,Closed by arrest
2016,5,29,White,23,Male,Albuquerque,NM,Closed by arrest
2016,5,31,White,52,Male,Albuquerque,NM,Closed by arrest
2016,6,7,White,26,Female,Albuquerque,NM,Closed by arrest
2016,6,11,White,22,Male,Albuquerque,NM,Closed by arrest
2016,6,17,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2016,6,20,White,49,Male,Albuquerque,NM,Closed by arrest
2016,6,22,Other,33,Male,Albuquerque,NM,Closed by arrest
2016,6,29,Other,53,Male,Albuquerque,NM,Open/No arrest
2016,7,14,White,35,Female,Albuquerque,NM,Closed by arrest
2016,7,15,Unknown,46,Male,Albuquerque,NM,Open/No arrest
2016,7,18,White,27,Male,Albuquerque,NM,Open/No arrest
2016,7,22,White,20,Male,Albuquerque,NM,Open/No arrest
2016,7,22,Black,70,Male,Albuquerque,NM,Closed by arrest
2016,7,23,Black,59,Female,Albuquerque,NM,Open/No arrest
2016,7,26,White,34,Male,Albuquerque,NM,Open/No arrest
2016,8,8,White,24,Male,Albuquerque,NM,Closed by arrest
2016,8,8,White,24,Male,Albuquerque,NM,Closed by arrest
2016,8,10,White,-500,Male,Albuquerque,NM,Closed by arrest
2016,8,24,White,10,Female,Albuquerque,NM,Closed by arrest
2016,8,28,Asian,39,Female,Albuquerque,NM,Closed without arrest
2016,8,28,Asian,11,Female,Albuquerque,NM,Closed without arrest
2016,8,30,White,23,Male,Albuquerque,NM,Closed by arrest
2016,9,3,White,39,Male,Albuquerque,NM,Closed by arrest
2016,9,15,White,47,Male,Albuquerque,NM,Closed by arrest
2016,9,21,Asian,30,Male,Albuquerque,NM,Open/No arrest
2016,11,6,White,22,Male,Albuquerque,NM,Open/No arrest
2016,11,14,White,31,Male,Albuquerque,NM,Closed by arrest
2016,11,17,Unknown,63,Male,Albuquerque,NM,Open/No arrest
2016,11,22,White,33,Male,Albuquerque,NM,Closed by arrest
2016,12,5,White,9,Male,Albuquerque,NM,Closed without arrest
2016,12,5,White,6,Female,Albuquerque,NM,Closed without arrest
2016,12,5,White,5,Male,Albuquerque,NM,Closed without arrest
2016,12,12,White,32,Male,Albuquerque,NM,Closed by arrest
2016,12,17,Unknown,42,Male,Albuquerque,NM,Open/No arrest
2016,12,28,White,55,Male,Albuquerque,NM,Closed by arrest
2016,12,29,White,54,Male,Albuquerque,NM,Closed by arrest
2017,1,3,Unknown,-500,Male,Albuquerque,NM,Open/No arrest
2017,1,11,Unknown,-500,Female,Albuquerque,NM,Open/No arrest
2017,1,15,Black,39,Male,Albuquerque,NM,Open/No arrest
2017,1,16,Unknown,20,Female,Albuquerque,NM,Closed by arrest
2017,1,17,Unknown,39,Male,Albuquerque,NM,Closed by arrest
2017,1,18,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2017,1,18,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2017,1,23,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2017,2,1,Unknown,43,Male,Albuquerque,NM,Closed by arrest
2017,2,5,Unknown,50,Male,Albuquerque,NM,Closed by arrest
2017,2,7,White,26,Male,Albuquerque,NM,Open/No arrest
2017,2,27,White,58,Male,Albuquerque,NM,Closed by arrest
2017,3,19,Hispanic,30,Male,Albuquerque,NM,Closed by arrest
2017,4,11,Unknown,21,Unknown,Albuquerque,NM,Closed by arrest
2017,4,16,Unknown,30,Unknown,Albuquerque,NM,Closed by arrest
2017,4,28,Unknown,42,Unknown,Albuquerque,NM,Closed by arrest
2017,4,30,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,5,1,Unknown,30,Unknown,Albuquerque,NM,Closed by arrest
2017,5,5,Unknown,-500,Unknown,Albuquerque,NM,Closed without arrest
2017,5,7,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,5,8,Unknown,66,Unknown,Albuquerque,NM,Closed by arrest
2017,5,14,Unknown,44,Unknown,Albuquerque,NM,Closed by arrest
2017,5,19,Unknown,32,Unknown,Albuquerque,NM,Closed by arrest
2017,5,19,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,5,20,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,5,24,Unknown,27,Unknown,Albuquerque,NM,Closed by arrest
2017,5,26,Unknown,25,Unknown,Albuquerque,NM,Closed by arrest
2017,5,31,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,6,3,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2017,6,3,Unknown,-500,Unknown,Albuquerque,NM,Closed by arrest
2017,6,11,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,6,14,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,6,20,Unknown,39,Unknown,Albuquerque,NM,Closed by arrest
2017,6,28,Unknown,24,Unknown,Albuquerque,NM,Closed by arrest
2017,7,2,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,7,5,Unknown,19,Unknown,Albuquerque,NM,Closed by arrest
2017,7,5,Unknown,19,Unknown,Albuquerque,NM,Closed by arrest
2017,7,7,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,7,12,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,7,15,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,7,18,Unknown,59,Unknown,Albuquerque,NM,Closed by arrest
2017,7,21,Unknown,59,Unknown,Albuquerque,NM,Closed by arrest
2017,7,21,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,8,8,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,8,9,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,8,10,Unknown,73,Unknown,Albuquerque,NM,Closed by arrest
2017,8,11,Unknown,17,Unknown,Albuquerque,NM,Closed by arrest
2017,8,15,Unknown,41,Unknown,Albuquerque,NM,Closed by arrest
2017,8,17,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,8,20,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,9,1,Unknown,34,Unknown,Albuquerque,NM,Closed by arrest
2017,9,3,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,9,13,Unknown,56,Unknown,Albuquerque,NM,Closed by arrest
2017,9,14,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,9,15,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,9,20,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,9,21,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,9,23,Unknown,25,Unknown,Albuquerque,NM,Closed by arrest
2017,10,15,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,10,18,Unknown,20,Unknown,Albuquerque,NM,Closed by arrest
2017,10,21,Unknown,23,Unknown,Albuquerque,NM,Closed by arrest
2017,10,21,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,10,23,Unknown,21,Unknown,Albuquerque,NM,Closed without arrest
2017,10,28,Unknown,40,Unknown,Albuquerque,NM,Closed by arrest
2017,11,11,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,11,13,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,11,14,Unknown,19,Unknown,Albuquerque,NM,Closed by arrest
2017,11,21,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,11,26,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,11,27,Unknown,22,Unknown,Albuquerque,NM,Closed by arrest
2017,11,28,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,11,29,Unknown,-500,Unknown,Albuquerque,NM,Open/No arrest
2017,12,2,Unknown,31,Unknown,Albuquerque,NM,Closed by arrest
2017,12,23,Unknown,39,Unknown,Albuquerque,NM,Open/No arrest
2007,1,10,Black,29,Male,Atlanta,GA,Closed by arrest
2007,1,10,Black,29,Male,Atlanta,GA,Closed by arrest
2007,1,14,Hispanic,36,Male,Atlanta,GA,Closed by arrest
2007,1,14,Black,26,Male,Atlanta,GA,Closed by arrest
2007,1,20,Black,75,Male,Atlanta,GA,Open/No arrest
2007,1,28,Black,22,Male,Atlanta,GA,Open/No arrest
2007,2,4,Black,40,Male,Atlanta,GA,Closed by arrest
2007,2,15,Black,1,Female,Atlanta,GA,Closed by arrest
2007,2,25,Black,25,Male,Atlanta,GA,Closed by arrest
2007,2,25,Black,25,Male,Atlanta,GA,Open/No arrest
2007,2,25,Black,46,Male,Atlanta,GA,Closed by arrest
2007,3,3,Black,66,Male,Atlanta,GA,Open/No arrest
2007,3,4,Black,20,Male,Atlanta,GA,Open/No arrest
2007,3,5,Black,55,Male,Atlanta,GA,Open/No arrest
2007,3,7,Black,35,Male,Atlanta,GA,Open/No arrest
2007,3,14,Black,35,Male,Atlanta,GA,Closed by arrest
2007,3,16,Black,23,Male,Atlanta,GA,Open/No arrest
2007,3,17,Black,28,Male,Atlanta,GA,Open/No arrest
2007,3,18,White,29,Male,Atlanta,GA,Closed by arrest
2007,3,18,White,25,Female,Atlanta,GA,Closed by arrest
2007,3,20,Black,29,Male,Atlanta,GA,Closed by arrest
2007,4,3,Black,22,Female,Atlanta,GA,Closed by arrest
2007,4,3,Black,16,Male,Atlanta,GA,Closed by arrest
2007,4,5,Black,41,Female,Atlanta,GA,Open/No arrest
2007,4,7,Black,23,Male,Atlanta,GA,Open/No arrest
2007,4,10,Black,2,Female,Atlanta,GA,Closed by arrest
2007,4,13,Black,29,Male,Atlanta,GA,Closed by arrest
2007,4,14,Hispanic,35,Male,Atlanta,GA,Closed without arrest
2007,4,20,Black,58,Male,Atlanta,GA,Open/No arrest
2007,4,21,Hispanic,35,Male,Atlanta,GA,Open/No arrest
2007,4,24,Black,22,Male,Atlanta,GA,Closed by arrest
2007,4,28,Black,19,Male,Atlanta,GA,Closed by arrest
